cow_id,date,milk_yield_liters,milk_conductivity_ms_cm,cow_activity,environment_temperature_c,milk_temperature_c,humidity_percent,previous_mastitis,days_since_last_mastitis,mastitis_today
COW_242,2026-01-03,28.11,5.37,388.3,16.8,38.25,70.9,0,999,0
COW_242,2026-01-04,27.66,5.26,384.5,21.7,38.44,75.1,0,999,0
COW_242,2026-01-05,28.95,5.27,348.9,19.5,38.4,72.6,0,999,0
COW_242,2026-01-06,28.19,4.95,376.3,18.7,37.98,76.2,0,999,0
COW_242,2026-01-07,29.79,5.24,410.0,17.7,38.59,75.6,0,999,0
COW_242,2026-01-08,24.79,4.87,373.2,23.1,38.32,65.8,0,999,0
COW_242,2026-01-09,26.86,5.51,402.7,17.3,38.11,76.9,0,999,0
COW_242,2026-01-10,28.91,4.69,384.1,23.4,38.21,72.0,0,999,0
COW_242,2026-01-11,29.17,5.49,379.5,16.9,38.48,79.5,0,999,0
COW_242,2026-01-12,27.54,5.3,386.3,19.6,38.28,72.0,0,999,0
COW_242,2026-01-13,28.81,5.4,366.8,22.1,38.33,70.5,0,999,0
COW_242,2026-01-14,27.9,5.17,406.1,19.9,38.17,69.5,0,999,0
COW_242,2026-01-15,29.47,4.96,370.2,25.6,38.31,77.2,0,999,0
COW_242,2026-01-16,27.89,5.14,365.3,23.3,38.05,63.5,0,999,0
COW_242,2026-01-17,28.51,5.01,358.1,23.5,38.3,74.0,0,999,0
COW_242,2026-01-18,27.86,5.91,388.4,20.0,38.41,72.5,0,999,0
COW_242,2026-01-19,28.21,5.17,383.7,24.9,38.2,73.4,0,999,0
COW_242,2026-01-20,26.93,5.03,360.7,21.6,38.18,70.7,0,999,0
COW_242,2026-01-21,24.58,6.23,328.9,24.6,38.6,70.5,0,999,1
COW_242,2026-01-22,23.08,8.04,321.2,25.8,38.94,71.4,1,1,1
COW_242,2026-01-23,22.34,6.99,350.6,24.9,38.89,72.7,1,1,1
COW_242,2026-01-24,27.4,5.59,370.4,21.4,38.63,69.1,1,1,1
COW_242,2026-01-25,28.08,4.61,395.1,23.0,38.39,72.6,1,1,0
COW_242,2026-01-26,27.11,5.23,378.0,24.7,38.25,67.2,1,2,0
COW_242,2026-01-27,26.82,4.56,392.3,21.3,38.22,61.1,1,3,0
COW_242,2026-01-28,28.66,5.47,362.8,24.5,38.33,64.1,1,4,0
COW_242,2026-01-29,26.55,5.41,351.0,25.3,38.39,59.9,1,5,0
COW_242,2026-01-30,27.59,5.41,376.6,27.2,38.63,68.6,1,6,0
COW_242,2026-01-31,27.87,5.17,392.8,24.2,38.39,72.2,1,7,0
COW_242,2026-02-01,27.05,5.22,367.7,25.9,38.58,63.0,1,8,0
COW_242,2026-02-02,25.41,5.55,376.7,24.1,38.18,56.6,1,9,0
COW_242,2026-02-03,26.4,5.16,356.5,26.1,38.43,62.7,1,10,0
COW_242,2026-02-04,27.52,5.23,351.0,20.0,38.0,58.7,1,11,0
COW_242,2026-02-05,26.35,5.7,399.3,25.6,38.45,69.4,1,12,0
COW_242,2026-02-06,29.03,5.27,418.6,23.8,38.28,58.5,1,13,0
COW_242,2026-02-07,28.84,4.98,386.0,20.9,38.46,67.6,1,14,0
COW_242,2026-02-08,27.3,4.48,368.4,24.5,38.14,60.1,1,15,0
COW_242,2026-02-09,28.22,5.07,349.7,22.4,37.97,63.7,1,16,0
COW_242,2026-02-10,28.02,6.3,373.2,24.7,38.27,56.9,1,17,0
COW_242,2026-02-11,26.27,5.37,361.2,20.9,38.14,55.7,1,18,0
COW_242,2026-02-12,29.44,4.89,380.1,22.1,38.37,56.9,1,19,0
COW_242,2026-02-13,26.13,4.83,411.7,26.1,38.28,57.2,1,20,0
COW_242,2026-02-14,27.3,4.98,397.7,20.2,38.49,54.0,1,21,0
COW_242,2026-02-15,27.78,5.28,365.0,22.2,38.43,51.1,1,22,0
COW_242,2026-02-16,25.63,5.45,398.2,22.2,38.46,52.7,1,23,1
COW_242,2026-02-17,23.46,6.08,338.9,24.4,38.56,58.2,1,1,1
COW_242,2026-02-18,23.98,6.1,341.2,26.1,38.94,56.4,1,1,1
COW_242,2026-02-19,27.63,5.29,359.5,15.4,38.2,62.9,1,1,1
COW_242,2026-02-20,28.65,5.32,365.3,22.4,38.34,59.4,1,1,0
COW_242,2026-02-21,28.96,4.77,374.2,19.1,38.32,56.3,1,2,0
COW_242,2026-02-22,28.61,5.32,372.3,21.2,38.2,55.3,1,3,0
COW_242,2026-02-23,25.98,5.01,389.0,17.1,38.51,67.1,1,4,0
COW_242,2026-02-24,29.08,5.16,377.7,22.0,38.22,57.5,1,5,0
COW_242,2026-02-25,26.52,5.43,399.8,22.7,38.16,58.2,1,6,0
COW_242,2026-02-26,29.5,5.21,392.8,18.4,38.51,60.4,1,7,0
COW_242,2026-02-27,26.49,4.76,374.1,21.1,38.19,52.7,1,8,0
COW_242,2026-02-28,27.17,5.44,381.6,20.7,38.32,54.2,1,9,0
COW_242,2026-03-01,28.13,4.92,382.4,19.3,38.28,57.5,1,10,0
COW_243,2026-01-01,19.42,5.55,261.7,22.4,38.29,81.6,0,999,0
COW_243,2026-01-02,17.82,4.91,306.8,23.1,38.3,76.7,0,999,0
COW_243,2026-01-03,19.17,5.62,253.9,16.8,38.26,70.9,0,999,0
COW_243,2026-01-04,17.62,4.76,286.4,21.7,38.22,75.1,0,999,0
COW_243,2026-01-05,17.07,5.84,249.3,19.5,38.29,72.6,0,999,0
COW_243,2026-01-06,17.79,4.79,254.0,18.7,38.27,76.2,0,999,0
COW_243,2026-01-07,17.84,5.68,266.3,17.7,38.45,75.6,0,999,0
COW_243,2026-01-08,17.13,5.52,290.2,23.1,38.38,65.8,0,999,0
COW_243,2026-01-09,19.08,5.33,266.9,17.3,38.17,76.9,0,999,0
COW_243,2026-01-10,17.55,5.01,245.7,23.4,38.3,72.0,0,999,0
COW_243,2026-01-11,20.15,5.71,234.7,16.9,38.17,79.5,0,999,0
COW_243,2026-01-12,17.61,5.09,273.7,19.6,38.47,72.0,0,999,0
COW_243,2026-01-13,16.84,5.4,248.1,22.1,38.03,70.5,0,999,0
COW_243,2026-01-14,17.46,5.26,232.9,19.9,38.21,69.5,0,999,0
COW_243,2026-01-15,19.15,5.35,268.8,25.6,38.21,77.2,0,999,0
COW_243,2026-01-16,16.69,5.48,266.7,23.3,38.04,63.5,0,999,0
COW_243,2026-01-17,17.67,5.75,253.0,23.5,38.17,74.0,0,999,0
COW_243,2026-01-18,16.43,5.5,259.3,20.0,38.49,72.5,0,999,0
COW_243,2026-01-19,16.59,4.99,269.5,24.9,38.25,73.4,0,999,0
COW_243,2026-01-20,16.09,5.3,237.3,21.6,38.38,70.7,0,999,0
COW_243,2026-01-21,17.67,5.47,267.8,24.6,38.35,70.5,0,999,0
COW_243,2026-01-22,21.89,5.4,283.8,25.8,38.24,71.4,0,999,0
COW_243,2026-01-23,18.33,5.71,251.5,24.9,38.38,72.7,0,999,0
COW_243,2026-01-24,19.82,5.42,226.6,21.4,38.29,69.1,0,999,0
COW_243,2026-01-25,19.12,5.42,243.6,23.0,38.16,72.6,0,999,0
COW_243,2026-01-26,17.46,5.56,255.4,24.7,38.33,67.2,0,999,0
COW_243,2026-01-27,18.75,5.24,271.4,21.3,38.14,61.1,0,999,0
COW_243,2026-01-28,19.17,5.74,290.7,24.5,38.38,64.1,0,999,0
COW_243,2026-01-29,16.6,6.33,284.1,25.3,38.56,59.9,0,999,0
COW_243,2026-01-30,17.78,5.39,253.3,27.2,38.34,68.6,0,999,0
COW_243,2026-01-31,17.19,5.65,278.1,24.2,38.47,72.2,0,999,0
COW_243,2026-02-01,17.5,5.08,267.9,25.9,38.47,63.0,0,999,0
COW_243,2026-02-02,18.44,5.29,269.4,24.1,38.51,56.6,0,999,0
COW_243,2026-02-03,17.11,5.86,214.4,26.1,38.77,62.7,0,999,1
COW_243,2026-02-04,14.86,6.28,223.9,20.0,38.58,58.7,1,1,1
COW_243,2026-02-05,13.98,7.29,176.4,25.6,38.99,69.4,1,1,1
COW_243,2026-02-06,10.53,7.53,161.3,23.8,39.22,58.5,1,1,1
COW_243,2026-02-07,12.26,7.29,164.7,20.9,38.93,67.6,1,1,1
COW_243,2026-02-08,12.03,7.11,192.7,24.5,39.0,60.1,1,1,1
COW_243,2026-02-09,13.71,5.95,208.3,22.4,38.67,63.7,1,1,1
COW_243,2026-02-10,16.23,5.39,237.7,24.7,38.38,56.9,1,1,1
COW_243,2026-02-11,19.0,5.59,289.1,20.9,38.35,55.7,1,1,0
COW_243,2026-02-12,20.92,6.01,252.5,22.1,38.26,56.9,1,2,0
COW_243,2026-02-13,20.78,5.76,287.6,26.1,38.37,57.2,1,3,0
COW_243,2026-02-14,17.11,5.18,254.2,20.2,38.22,54.0,1,4,0
COW_243,2026-02-15,16.37,5.3,260.4,22.2,38.11,51.1,1,5,0
COW_243,2026-02-16,18.87,5.2,262.0,22.2,38.49,52.7,1,6,0
COW_243,2026-02-17,16.9,4.67,259.1,24.4,38.28,58.2,1,7,0
COW_243,2026-02-18,18.96,5.07,267.1,26.1,38.26,56.4,1,8,0
COW_243,2026-02-19,17.88,5.62,247.1,15.4,38.44,62.9,1,9,0
COW_243,2026-02-20,16.72,6.73,220.4,22.4,38.68,59.4,1,10,1
COW_243,2026-02-21,9.72,8.48,106.3,19.1,38.92,56.3,1,1,1
COW_243,2026-02-22,8.1,8.98,101.3,21.2,39.49,55.3,1,1,1
COW_243,2026-02-23,11.71,7.89,142.0,17.1,39.15,67.1,1,1,1
COW_243,2026-02-24,17.25,5.94,233.9,22.0,38.54,57.5,1,1,1
COW_243,2026-02-25,16.68,5.08,244.2,22.7,38.35,58.2,1,1,0
COW_243,2026-02-26,16.87,5.05,275.0,18.4,38.26,60.4,1,2,0
COW_243,2026-02-27,16.99,5.79,242.7,21.1,38.13,52.7,1,3,0
COW_243,2026-02-28,16.58,5.34,268.4,20.7,38.12,54.2,1,4,0
COW_243,2026-03-01,17.88,5.92,248.7,19.3,38.33,57.5,1,5,0
COW_244,2026-01-01,29.03,5.99,311.6,22.4,38.3,81.6,0,999,0
COW_244,2026-01-02,27.69,6.61,269.3,23.1,38.33,76.7,0,999,0
COW_244,2026-01-03,28.96,5.73,316.0,16.8,38.17,70.9,0,999,0
COW_244,2026-01-04,27.62,5.67,296.7,21.7,38.35,75.1,0,999,1
COW_244,2026-01-05,24.26,6.1,233.0,19.5,38.57,72.6,1,1,1
COW_244,2026-01-06,21.87,5.96,261.8,18.7,38.56,76.2,1,1,1
COW_244,2026-01-07,26.88,5.95,288.0,17.7,38.75,75.6,1,1,1
COW_244,2026-01-08,28.03,5.41,321.8,23.1,38.51,65.8,1,1,1
COW_244,2026-01-09,30.08,5.27,291.9,17.3,38.06,76.9,1,1,0
COW_244,2026-01-10,27.56,6.04,310.8,23.4,38.18,72.0,1,2,0
COW_244,2026-01-11,29.02,6.03,316.8,16.9,38.11,79.5,1,3,0
COW_244,2026-01-12,28.33,5.58,312.9,19.6,38.1,72.0,1,4,0
COW_244,2026-01-13,27.62,5.35,269.4,22.1,38.25,70.5,1,5,0
COW_244,2026-01-14,27.2,6.16,276.5,19.9,38.05,69.5,1,6,0
COW_244,2026-01-15,30.59,5.64,284.3,25.6,38.34,77.2,1,7,0
COW_244,2026-01-16,30.93,5.68,315.5,23.3,38.08,63.5,1,8,0
COW_244,2026-01-17,29.68,5.46,302.3,23.5,38.24,74.0,1,9,0
COW_244,2026-01-18,27.57,5.63,314.5,20.0,38.17,72.5,1,10,0
COW_244,2026-01-19,30.61,5.48,324.2,24.9,38.29,73.4,1,11,0
COW_244,2026-01-20,29.29,5.57,295.7,21.6,38.26,70.7,1,12,0
COW_244,2026-01-21,23.45,6.84,269.3,24.6,38.81,70.5,1,13,1
COW_244,2026-01-22,22.02,6.28,280.2,25.8,38.71,71.4,1,1,1
COW_244,2026-01-23,18.02,7.83,204.3,24.9,39.24,72.7,1,1,1
COW_244,2026-01-24,14.0,8.89,160.6,21.4,39.54,69.1,1,1,1
COW_244,2026-01-25,13.8,8.65,149.9,23.0,39.26,72.6,1,1,1
COW_244,2026-01-26,19.15,8.81,207.6,24.7,39.01,67.2,1,1,1
COW_244,2026-01-27,22.44,7.04,262.2,21.3,38.74,61.1,1,1,1
COW_244,2026-01-28,26.6,6.28,242.3,24.5,38.6,64.1,1,1,1
COW_244,2026-01-29,29.03,5.83,297.3,25.3,38.27,59.9,1,1,0
COW_244,2026-01-30,30.75,5.01,338.0,27.2,38.37,68.6,1,2,0
COW_244,2026-01-31,26.84,5.45,256.1,24.2,38.18,72.2,1,3,0
COW_244,2026-02-01,28.37,6.37,294.7,25.9,38.3,63.0,1,4,0
COW_244,2026-02-02,27.78,6.29,305.2,24.1,38.17,56.6,1,5,0
COW_244,2026-02-03,28.19,5.13,299.2,26.1,38.22,62.7,1,6,0
COW_244,2026-02-04,28.49,5.94,281.7,20.0,38.24,58.7,1,7,0
COW_244,2026-02-05,28.41,5.55,294.9,25.6,38.26,69.4,1,8,0
COW_244,2026-02-06,30.56,5.91,266.7,23.8,37.96,58.5,1,9,0
COW_244,2026-02-07,30.6,5.5,298.2,20.9,38.4,67.6,1,10,0
COW_244,2026-02-08,28.05,5.57,297.8,24.5,38.42,60.1,1,11,0
COW_244,2026-02-09,29.19,5.43,286.4,22.4,38.29,63.7,1,12,0
COW_244,2026-02-10,28.64,4.94,299.2,24.7,37.97,56.9,1,13,0
COW_244,2026-02-11,30.52,5.18,305.5,20.9,38.33,55.7,1,14,0
COW_244,2026-02-12,30.13,6.18,289.9,22.1,38.29,56.9,1,15,0
COW_244,2026-02-13,29.17,5.55,300.2,26.1,38.21,57.2,1,16,0
COW_244,2026-02-14,29.92,5.4,318.8,20.2,38.24,54.0,1,17,0
COW_244,2026-02-15,29.37,5.77,290.1,22.2,38.03,51.1,1,18,0
COW_244,2026-02-16,30.87,5.99,294.1,22.2,38.17,52.7,1,19,0
COW_244,2026-02-17,26.68,5.69,275.3,24.4,38.32,58.2,1,20,0
COW_244,2026-02-18,29.04,5.46,293.6,26.1,38.32,56.4,1,21,0
COW_244,2026-02-19,27.24,5.98,287.5,15.4,38.2,62.9,1,22,0
COW_244,2026-02-20,27.82,5.68,300.5,22.4,37.99,59.4,1,23,0
COW_244,2026-02-21,29.93,6.1,294.6,19.1,38.03,56.3,1,24,0
COW_244,2026-02-22,28.39,5.14,307.6,21.2,38.2,55.3,1,25,0
COW_244,2026-02-23,29.34,6.06,303.8,17.1,38.09,67.1,1,26,0
COW_244,2026-02-24,28.74,5.51,277.9,22.0,38.34,57.5,1,27,0
COW_244,2026-02-25,30.01,5.14,290.6,22.7,38.33,58.2,1,28,0
COW_244,2026-02-26,29.58,5.64,281.0,18.4,38.15,60.4,1,29,0
COW_244,2026-02-27,27.64,5.33,280.3,21.1,38.54,52.7,1,30,0
COW_244,2026-02-28,30.59,5.87,320.5,20.7,38.38,54.2,1,31,0
COW_244,2026-03-01,28.13,5.8,294.6,19.3,38.09,57.5,1,32,0
COW_245,2026-01-01,25.33,5.88,283.9,22.4,38.4,81.6,0,999,0
COW_245,2026-01-02,24.74,5.77,317.7,23.1,38.5,76.7,0,999,0
COW_245,2026-01-03,21.74,5.33,287.9,16.8,38.53,70.9,0,999,0
COW_245,2026-01-04,21.77,5.76,299.7,21.7,38.32,75.1,0,999,0
COW_245,2026-01-05,23.87,5.42,261.4,19.5,38.47,72.6,0,999,0
COW_245,2026-01-06,24.7,6.27,303.4,18.7,38.25,76.2,0,999,0
COW_245,2026-01-07,23.3,6.3,324.7,17.7,38.46,75.6,0,999,0
COW_245,2026-01-08,24.58,5.54,324.1,23.1,38.4,65.8,0,999,0
COW_245,2026-01-09,23.38,5.63,264.0,17.3,38.34,76.9,0,999,0
COW_245,2026-01-10,25.36,5.95,277.1,23.4,38.43,72.0,0,999,0
COW_245,2026-01-11,25.56,5.65,298.7,16.9,38.28,79.5,0,999,0
COW_245,2026-01-12,22.97,6.22,273.5,19.6,38.56,72.0,0,999,0
COW_245,2026-01-13,22.24,6.22,284.9,22.1,38.56,70.5,0,999,1
COW_245,2026-01-14,20.21,6.74,246.5,19.9,38.93,69.5,1,1,1
COW_245,2026-01-15,18.52,7.4,211.1,25.6,39.2,77.2,1,1,1
COW_245,2026-01-16,16.87,7.23,243.4,23.3,39.17,63.5,1,1,1
COW_245,2026-01-17,15.21,6.98,251.9,23.5,39.08,74.0,1,1,1
COW_245,2026-01-18,18.16,6.58,254.8,20.0,38.56,72.5,1,1,1
COW_245,2026-01-19,21.55,6.51,249.9,24.9,38.67,73.4,1,1,1
COW_245,2026-01-20,24.39,6.35,306.2,21.6,38.26,70.7,1,1,0
COW_245,2026-01-21,27.23,5.31,304.5,24.6,38.36,70.5,1,2,0
COW_245,2026-01-22,26.09,5.55,286.4,25.8,38.55,71.4,1,3,0
COW_245,2026-01-23,23.96,5.75,305.2,24.9,38.36,72.7,1,4,0
COW_245,2026-01-24,22.57,5.58,284.8,21.4,38.27,69.1,1,5,0
COW_245,2026-01-25,25.45,5.4,304.6,23.0,38.45,72.6,1,6,0
COW_245,2026-01-26,24.65,6.35,277.0,24.7,38.39,67.2,1,7,0
COW_245,2026-01-27,23.12,6.55,305.3,21.3,38.28,61.1,1,8,0
COW_245,2026-01-28,25.39,6.37,297.8,24.5,38.25,64.1,1,9,0
COW_245,2026-01-29,25.52,5.48,301.8,25.3,38.34,59.9,1,10,0
COW_245,2026-01-30,24.8,5.92,258.1,27.2,38.47,68.6,1,11,0
COW_245,2026-01-31,22.85,6.74,253.6,24.2,38.61,72.2,1,12,1
COW_245,2026-02-01,21.2,6.18,303.2,25.9,38.64,63.0,1,1,1
COW_245,2026-02-02,17.87,7.6,240.8,24.1,39.19,56.6,1,1,1
COW_245,2026-02-03,16.68,7.91,214.2,26.1,39.16,62.7,1,1,1
COW_245,2026-02-04,18.7,6.84,221.2,20.0,38.82,58.7,1,1,1
COW_245,2026-02-05,21.5,6.71,271.8,25.6,38.94,69.4,1,1,1
COW_245,2026-02-06,21.16,6.0,263.8,23.8,38.69,58.5,1,1,1
COW_245,2026-02-07,22.93,6.42,310.1,20.9,38.37,67.6,1,1,0
COW_245,2026-02-08,26.26,5.7,262.2,24.5,38.56,60.1,1,2,0
COW_245,2026-02-09,25.76,5.97,301.1,22.4,38.29,63.7,1,3,0
COW_245,2026-02-10,22.67,4.95,256.9,24.7,38.41,56.9,1,4,0
COW_245,2026-02-11,23.03,5.22,271.4,20.9,38.36,55.7,1,5,0
COW_245,2026-02-12,25.84,6.58,325.8,22.1,38.32,56.9,1,6,0
COW_245,2026-02-13,23.29,6.02,288.9,26.1,38.43,57.2,1,7,0
COW_245,2026-02-14,24.39,5.56,305.2,20.2,38.47,54.0,1,8,0
COW_245,2026-02-15,24.61,5.9,278.8,22.2,38.33,51.1,1,9,0
COW_245,2026-02-16,24.09,5.93,290.1,22.2,38.4,52.7,1,10,0
COW_245,2026-02-17,23.9,6.49,287.7,24.4,38.23,58.2,1,11,0
COW_245,2026-02-18,26.02,5.25,277.2,26.1,38.45,56.4,1,12,0
COW_245,2026-02-19,24.07,5.68,285.5,15.4,38.32,62.9,1,13,0
COW_245,2026-02-20,22.54,6.03,296.1,22.4,38.39,59.4,1,14,0
COW_245,2026-02-21,24.48,5.57,299.3,19.1,38.5,56.3,1,15,0
COW_245,2026-02-22,25.46,6.42,285.3,21.2,38.33,55.3,1,16,0
COW_245,2026-02-23,26.2,5.49,298.0,17.1,38.46,67.1,1,17,0
COW_245,2026-02-24,26.34,5.48,292.2,22.0,38.36,57.5,1,18,0
COW_245,2026-02-25,22.42,5.5,300.4,22.7,38.54,58.2,1,19,0
COW_245,2026-02-26,24.82,5.45,279.6,18.4,38.17,60.4,1,20,0
COW_245,2026-02-27,26.31,6.17,268.3,21.1,38.54,52.7,1,21,0
COW_245,2026-02-28,25.69,5.77,271.0,20.7,38.3,54.2,1,22,0
COW_245,2026-03-01,25.16,5.46,278.8,19.3,38.22,57.5,1,23,0
COW_246,2026-01-01,21.8,4.9,233.9,22.4,38.15,81.6,0,999,0
COW_246,2026-01-02,22.49,5.76,242.4,23.1,38.07,76.7,0,999,0
COW_246,2026-01-03,23.84,5.25,229.7,16.8,38.02,70.9,0,999,0
COW_246,2026-01-04,23.81,5.12,233.4,21.7,38.14,75.1,0,999,0
COW_246,2026-01-05,21.44,5.22,225.3,19.5,38.07,72.6,0,999,0
COW_246,2026-01-06,22.01,5.11,251.5,18.7,38.17,76.2,0,999,0
COW_246,2026-01-07,24.35,4.6,222.4,17.7,38.09,75.6,0,999,0
COW_246,2026-01-08,22.32,5.7,203.8,23.1,38.22,65.8,0,999,0
COW_246,2026-01-09,21.17,4.85,239.1,17.3,38.06,76.9,0,999,0
COW_246,2026-01-10,25.23,5.46,249.5,23.4,38.07,72.0,0,999,0
COW_246,2026-01-11,21.75,4.74,243.2,16.9,37.9,79.5,0,999,0
COW_246,2026-01-12,20.68,5.26,225.2,19.6,37.98,72.0,0,999,0
COW_246,2026-01-13,21.34,5.41,246.7,22.1,37.93,70.5,0,999,0
COW_246,2026-01-14,22.61,5.52,273.1,19.9,38.14,69.5,0,999,0
COW_246,2026-01-15,19.48,5.45,255.2,25.6,38.28,77.2,0,999,0
COW_246,2026-01-16,23.66,5.69,235.6,23.3,38.12,63.5,0,999,0
COW_246,2026-01-17,21.12,4.84,219.3,23.5,38.21,74.0,0,999,0
COW_246,2026-01-18,20.95,5.29,244.8,20.0,38.15,72.5,0,999,0
COW_246,2026-01-19,23.69,5.38,238.6,24.9,38.33,73.4,0,999,0
COW_246,2026-01-20,20.92,5.23,231.5,21.6,38.13,70.7,0,999,0
COW_246,2026-01-21,22.5,4.75,209.8,24.6,38.01,70.5,0,999,0
COW_246,2026-01-22,22.01,4.79,207.2,25.8,38.04,71.4,0,999,0
COW_246,2026-01-23,21.5,4.92,244.4,24.9,38.2,72.7,0,999,0
COW_246,2026-01-24,23.82,5.37,219.0,21.4,38.1,69.1,0,999,0
COW_246,2026-01-25,21.97,5.49,245.5,23.0,38.14,72.6,0,999,0
COW_246,2026-01-26,23.52,5.71,221.3,24.7,38.0,67.2,0,999,0
COW_246,2026-01-27,20.23,5.42,216.4,21.3,38.02,61.1,0,999,0
COW_246,2026-01-28,22.81,5.68,227.7,24.5,38.33,64.1,0,999,0
COW_246,2026-01-29,21.67,5.81,216.0,25.3,38.15,59.9,0,999,0
COW_246,2026-01-30,21.62,5.5,226.7,27.2,38.26,68.6,0,999,0
COW_246,2026-01-31,22.64,5.77,213.2,24.2,38.18,72.2,0,999,0
COW_246,2026-02-01,23.94,5.46,259.0,25.9,38.02,63.0,0,999,0
COW_246,2026-02-02,20.2,5.47,249.0,24.1,37.97,56.6,0,999,0
COW_246,2026-02-03,21.71,5.1,235.4,26.1,38.12,62.7,0,999,0
COW_246,2026-02-04,22.04,5.73,249.6,20.0,38.01,58.7,0,999,0
COW_246,2026-02-05,24.32,5.16,237.1,25.6,38.15,69.4,0,999,0
COW_246,2026-02-06,21.67,5.18,204.5,23.8,38.05,58.5,0,999,0
COW_246,2026-02-07,24.89,5.32,232.5,20.9,38.19,67.6,0,999,0
COW_246,2026-02-08,21.44,5.44,261.8,24.5,38.15,60.1,0,999,0
COW_246,2026-02-09,19.92,5.06,244.7,22.4,38.14,63.7,0,999,0
COW_246,2026-02-10,22.86,4.67,242.7,24.7,38.09,56.9,0,999,0
COW_246,2026-02-11,21.74,4.97,251.8,20.9,38.12,55.7,0,999,0
COW_246,2026-02-12,22.74,5.57,220.0,22.1,38.19,56.9,0,999,0
COW_246,2026-02-13,23.17,5.13,253.2,26.1,38.14,57.2,0,999,0
COW_246,2026-02-14,19.96,5.33,219.4,20.2,38.07,54.0,0,999,0
COW_246,2026-02-15,23.75,5.17,262.4,22.2,38.02,51.1,0,999,0
COW_246,2026-02-16,22.54,5.32,232.5,22.2,38.06,52.7,0,999,0
COW_246,2026-02-17,20.76,5.4,254.6,24.4,37.84,58.2,0,999,0
COW_246,2026-02-18,23.0,4.83,253.6,26.1,38.03,56.4,0,999,0
COW_246,2026-02-19,22.19,4.59,221.9,15.4,38.22,62.9,0,999,0
COW_246,2026-02-20,22.68,5.4,234.8,22.4,38.1,59.4,0,999,0
COW_246,2026-02-21,23.77,5.17,235.5,19.1,38.21,56.3,0,999,0
COW_246,2026-02-22,21.93,5.07,230.6,21.2,38.05,55.3,0,999,0
COW_246,2026-02-23,20.67,4.65,234.7,17.1,38.12,67.1,0,999,0
COW_246,2026-02-24,22.99,4.85,262.0,22.0,37.85,57.5,0,999,0
COW_246,2026-02-25,22.89,5.22,232.4,22.7,37.96,58.2,0,999,0
COW_246,2026-02-26,21.76,5.11,254.2,18.4,37.99,60.4,0,999,0
COW_246,2026-02-27,21.25,5.36,229.2,21.1,37.95,52.7,0,999,0
COW_246,2026-02-28,19.75,5.82,239.0,20.7,38.26,54.2,0,999,0
COW_246,2026-03-01,22.25,5.55,266.4,19.3,38.19,57.5,0,999,0
COW_247,2026-01-01,27.22,5.4,292.0,22.4,38.36,81.6,0,999,0
COW_247,2026-01-02,26.84,4.66,308.0,23.1,38.38,76.7,0,999,0
COW_247,2026-01-03,25.24,5.0,307.3,16.8,38.29,70.9,0,999,0
COW_247,2026-01-04,25.83,4.84,330.1,21.7,38.35,75.1,0,999,0
COW_247,2026-01-05,26.03,4.8,273.5,19.5,38.44,72.6,0,999,0
COW_247,2026-01-06,27.39,4.94,319.0,18.7,38.39,76.2,0,999,0
COW_247,2026-01-07,25.29,5.41,321.4,17.7,38.34,75.6,0,999,0
COW_247,2026-01-08,24.29,5.54,311.1,23.1,38.5,65.8,0,999,0
COW_247,2026-01-09,23.97,4.11,291.2,17.3,38.44,76.9,0,999,0
COW_247,2026-01-10,24.59,4.49,308.0,23.4,38.39,72.0,0,999,0
COW_247,2026-01-11,26.44,4.84,331.9,16.9,38.48,79.5,0,999,0
COW_247,2026-01-12,24.28,5.5,335.1,19.6,38.35,72.0,0,999,0
COW_247,2026-01-13,26.6,5.57,321.1,22.1,38.38,70.5,0,999,0
COW_247,2026-01-14,25.35,4.5,327.3,19.9,38.45,69.5,0,999,0
COW_247,2026-01-15,24.84,4.45,282.5,25.6,38.36,77.2,0,999,0
COW_247,2026-01-16,25.36,5.14,329.8,23.3,38.48,63.5,0,999,0
COW_247,2026-01-17,26.79,4.94,307.1,23.5,38.41,74.0,0,999,0
COW_247,2026-01-18,23.65,5.26,296.8,20.0,38.31,72.5,0,999,0
COW_247,2026-01-19,24.95,5.5,292.7,24.9,38.43,73.4,0,999,0
COW_247,2026-01-20,25.24,4.76,320.2,21.6,38.2,70.7,0,999,0
COW_247,2026-01-21,26.85,4.9,310.1,24.6,38.56,70.5,0,999,0
COW_247,2026-01-22,26.62,4.69,273.6,25.8,38.45,71.4,0,999,0
COW_247,2026-01-23,25.13,4.68,313.6,24.9,38.48,72.7,0,999,0
COW_247,2026-01-24,24.99,4.98,328.1,21.4,38.57,69.1,0,999,0
COW_247,2026-01-25,24.45,5.27,302.0,23.0,38.28,72.6,0,999,0
COW_247,2026-01-26,26.11,4.58,279.8,24.7,38.39,67.2,0,999,0
COW_247,2026-01-27,24.64,4.95,310.4,21.3,38.46,61.1,0,999,0
COW_247,2026-01-28,23.34,4.79,275.7,24.5,38.46,64.1,0,999,0
COW_247,2026-01-29,26.37,4.8,297.8,25.3,38.3,59.9,0,999,0
COW_247,2026-01-30,26.83,5.19,321.4,27.2,38.56,68.6,0,999,0
COW_247,2026-01-31,25.62,5.61,322.1,24.2,38.35,72.2,0,999,0
COW_247,2026-02-01,23.36,4.01,302.1,25.9,38.52,63.0,0,999,0
COW_247,2026-02-02,26.44,4.81,288.4,24.1,38.24,56.6,0,999,0
